client_id,motivation
K01573,0.6115
K01574,0.321
K01575,0.937
K01576,0.6946
K01577,0.8541
K01578,0.7287
K01579,0.5695
K01580,0.728
K01581,0.7007
K01582,0.5993
K01583,0.6398
K01584,0.8533
K01585,0.914
K01586,0.7032
K01587,0.5027
K01588,0.5108
K01589,0.3337
K01590,0.5674
K01591,0.593
K01592,0.6724
K01593,0.7142
K01594,0.6715
K01595,0.3786
K01596,0.6889
K01597,0.5632
K01598,0.6638
K01599,0.5913
K01600,0.8091
K01601,0.265
K01602,0.8868
K01603,0.5783
K01604,0.7323
K01605,0.2924
K01606,0.4367
K01607,0.487
K01608,0.245
K01609,0.6935
K01610,0.771
K01611,0.7419
K01612,0.8727
K01613,0.7179
K01614,0.7289
K01615,0.5801
K01616,0.7332
K01617,0.5788
K01618,0.8307
K01619,0.6159
K01620,0.4867
K01621,0.8076
K01622,0.8925
K01623,0.4644
K01624,0.4229
K01625,0.5252
K01626,0.3698
K01627,0.4504
K01628,0.2548
K01629,0.5498
K01630,0.6246
K01631,0.5615
K01632,0.5579
K01633,0.7066
K01634,0.8734
K01635,0.4739
K01636,0.8791
K01637,0.7298
K01638,0.5331
K01639,0.9762
K01640,0.2253
K01641,0.5559
K01642,0.5811
K01643,0.5436
K01644,0.5537
K01645,0.6637
K01646,0.7698
K01647,0.9237
K01648,0.9241
K01649,0.5914
K01650,0.4499
K01651,0.4738
K01652,0.464
K01653,0.512
K01654,0.4791
K01655,0.3661
K01656,0.3878
K01657,0.558
K01658,0.2448
K01659,0.8546
K01660,0.5515
K01661,0.3444
K01662,0.5501
K01663,0.6471
K01664,0.4056
K01665,0.5229
K01666,0.3443
K01667,0.7452
K01668,0.7655
K01669,0.8059
K01670,0.438
K01671,0.7851
K01672,0.4361
K01673,0.4438
K01674,0.432
K01675,0.6124
K01676,0.5882
K01677,0.5746
K01678,0.8883
K01679,0.606
K01680,0.7189
K01681,0.6268
K01682,0.5026
K01683,0.4387
K01684,0.4914
K01685,0.9095
K01686,0.7736
K01687,0.725
K01688,0.458
K01689,0.407
K01690,0.5878
K01691,0.4392
K01692,0.7216
K01693,0.3517
K01694,0.7027
K01695,0.7495
K01696,0.3682
K01697,0.704
K01698,0.4101
K01699,0.5674
K01700,0.6518
K01701,0.5186
K01702,0.6602
K01703,0.7008
K01704,0.4552
K01705,0.7994
K01706,0.2891
K01707,0.6123
K01708,0.9016
K01709,0.7582
K01710,0.6362
K01711,0.5361
K01712,0.8142
K01713,0.4953
K01714,0.773
K01715,0.4944
K01716,0.5576
K01717,0.6457
K01718,0.5942
K01719,0.9353
K01720,0.9198
K01721,0.8224
K01722,0.7967
K01723,0.6671
K01724,0.892
K01725,0.5145
K01726,0.7382
K01727,0.5621
K01728,0.4746
K01729,0.7274
K01730,0.633
K01731,0.4819
K01732,0.8943
K01733,0.5582
K01734,0.3759
K01735,0.5457
K01736,0.6032
K01737,0.677
K01738,0.7611
K01739,0.8297
K01740,0.7766
K01741,0.5729
K01742,0.5071
K01743,0.4861
K01744,0.7531
K01745,0.5987
K01746,0.7358
K01747,0.6891
K01748,0.8119
K01749,0.7717
K01750,0.5161
K01751,0.691
K01752,0.7342
K01753,0.5059
K01754,0.6127
K01755,0.4821
K01756,0.3817
K01757,0.1254
K01758,0.7921
K01759,0.3291
K01760,0.7923
K01761,0.4621
K01762,0.7835
K01763,0.3482
K01764,0.6099
K01765,0.2749
K01766,0.4767
K01767,0.829
K01768,0.8376
K01769,0.7149
K01770,0.7027
K01771,0.3267
K01772,0.4357
K01773,0.7874
K01774,0.8782
K01775,0.821
K01776,0.7857
K01777,0.2762
K01778,0.6297
K01779,0.7655
K01780,0.4982
K01781,0.8293
K01782,0.5709
K01783,0.5731
K01784,0.6597
K01785,0.7275
K01786,0.9427
K01787,0.815
K01788,0.4794
K01789,0.8861
K01790,0.7414
K01791,0.4154
K01792,0.3438
K01793,0.9715
K01794,0.6464
K01795,0.528
K01796,0.4728
K01797,0.227
K01798,0.7089
K01799,0.4908
K01800,0.9776
K01801,0.6559
K01802,0.8072
K01803,0.5177
K01804,0.4008
K01805,0.8911
K01806,0.9667
K01807,0.8375
K01808,0.2803
K01809,0.2818
K01810,0.3461
K01811,0.4537
K01812,0.6887
K01813,0.7906
K01814,0.7991
K01815,0.4445
K01816,0.1382
K01817,0.3445
K01818,0.4069
K01819,0.7413
K01820,0.5981
K01821,0.9188
K01822,0.885
K01823,0.914
K01824,0.7379
K01825,0.7324
K01826,0.8743
K01827,0.6573
K01828,0.7765
K01829,0.7522
K01830,0.664
K01831,0.7332
K01832,0.5282
K01833,0.4828
K01834,0.8822
K01835,0.2735
K01836,0.9116
K01837,0.9525
K01838,0.5772
K01839,0.854
K01840,0.3551
K01841,0.4064
K01842,0.5902
K01843,0.3055
K01844,0.5697
K01845,0.6195
K01846,0.3122
K01847,0.2395
K01848,0.4403
K01849,0.8937
K01850,0.9348
K01851,0.7522
K01852,0.5137
K01853,0.2676
K01854,0.5344
K01855,0.4671
K01856,0.4915
K01857,0.6551
K01858,0.4776
K01859,0.8422
K01860,0.6954
K01861,0.7975
K01862,0.3982
K01863,0.6429
K01864,0.9062
K01865,0.3207
K01866,0.4493
K01867,0.7777
K01868,0.5975
K01869,0.5447
K01870,0.4145
K01871,0.4574
K01872,0.7696
K01873,0.295
K01874,0.9438
K01875,0.5089
K01876,0.3457
K01877,0.7823
K01878,0.709
K01879,0.8498
K01880,0.7096
K01881,0.3728
K01882,0.669
K01883,0.586
K01884,0.8819
K01885,0.7771
K01886,0.839
K01887,0.7088
K01888,0.6459
K01889,0.7338
K01890,0.8514
K01891,0.3072
K01892,0.6534
K01893,0.9017
K01894,0.8713
K01895,0.534
K01896,0.965
K01897,0.5473
K01898,0.3928
K01899,0.8927
K01900,0.1729
K01901,0.5832
K01902,0.3983
K01903,0.9066
K01904,0.4845
K01905,0.8439
K01906,0.3792
K01907,0.4454
K01908,0.3716
K01909,0.4384
K01910,0.5094
K01911,0.7316
K01912,0.436
K01913,0.8496
K01914,0.9009
K01915,0.5302
K01916,0.3891
K01917,0.3953
K01918,0.7047
K01919,0.3586
K01920,0.6746
K01921,0.8356
K01922,0.5094
K01923,0.3369
K01924,0.2881
K01925,0.3733
K01926,0.7493
K01927,0.4365
K01928,0.7224
K01929,0.1209
K01930,0.8727
K01931,0.8261
K01932,0.676
K01933,0.9126
K01934,0.314
K01935,0.693
K01936,0.2974
K01937,0.8901
K01938,0.7662
K01939,0.5552
K01940,0.7274
K01941,0.8829
K01942,0.473
K01943,0.2508
K01944,0.856
K01945,0.8693
K01946,0.4593
K01947,0.6882
K01948,0.9732
K01949,0.4851
K01950,0.7266
K01951,0.6149
K01952,0.7675
K01953,0.5322
K01954,0.7265
K01955,0.6356
K01956,0.4448
K01957,0.468
K01958,0.6324
K01959,0.5415
K01960,0.2897
K01961,0.568
K01962,0.9044
K01963,0.3064
K01964,0.2536
K01965,0.8113
K01966,0.3132
K01967,0.8314
K01968,0.3904
K01969,0.4605
K01970,0.6935
K01971,0.4549
K01972,0.5944
K01973,0.9068
K01974,0.4991
K01975,0.69
K01976,0.618
K01977,0.4479
K01978,0.564
K01979,0.523
K01980,0.468
K01981,0.956
K01982,0.64
K01983,0.6342
K01984,0.4654
K01985,0.6485
K01986,0.5768
K01987,0.5371
K01988,0.5558
K01989,0.6176
K01990,0.3048
K01991,0.7441
K01992,0.5751
K01993,0.4591
K01994,0.6069
K01995,0.4815
K01996,0.6988
K01997,0.4571
K01998,0.0895
K01999,0.7804
K02000,0.6076
K02001,0.6629
K02002,0.6982
K02003,0.3911
K02004,0.543
K02005,0.6608
K02006,0.5183
K02007,0.5618
K02008,0.3113
K02009,0.7151
K02010,0.5206
K02011,0.8416
K02012,0.6197
K02013,0.6677
K02014,0.1089
K02015,0.5897
K02016,0.5954
K02017,0.5247
K02018,0.6624
K02019,0.9647
K02020,0.8274
K02021,0.74
K02022,0.7086
K02023,0.7242
K02024,0.7549
K02025,0.6957
K02026,0.4347
K02027,0.3635
K02028,0.8217
K02029,0.5077
K02030,0.8871
K02031,0.6508
K02032,0.9289
K02033,0.594
K02034,0.7918
K02035,0.6268
K02036,0.8105
K02037,0.574
K02038,0.5772
K02039,0.8996
K02040,0.2677
K02041,0.3797
K02042,0.6642
K02043,0.1295
K02044,0.7573
K02045,0.3585
K02046,0.654
K02047,0.5703
K02048,0.8142
K02049,0.4971
K02050,0.4502
K02051,0.8001
K02052,0.4186
K02053,0.7273
K02054,0.6758
K02055,0.4347
K02056,0.6385
K02057,0.6862
K02058,0.5819
K02059,0.9207
K02060,0.503
K02061,0.5917
K02062,0.7495
K02063,0.5456
K02064,0.2765
K02065,0.6793
K02066,0.498
K02067,0.8788
K02068,0.838
K02069,0.5925
K02070,0.9109
K02071,0.497
K02072,0.5877
K02073,0.398
K02074,0.6476
K02075,0.6382
K02076,0.8998
K02077,0.9391
K02078,0.5882
K02079,0.8449
K02080,0.8166
K02081,0.4262
K02082,0.4808
K02083,0.8371
K02084,0.5046
K02085,0.3398
K02086,0.8785
K02087,0.3068
K02088,0.5444
K02089,0.5247
K02090,0.3837
K02091,0.6055
K02092,0.8819
K02093,0.3793
K02094,0.8589
K02095,0.8193
K02096,0.5463
K02097,0.536
K02098,0.4978
K02099,0.4268
K02100,0.4741
K02101,0.7997
K02102,0.4015
K02103,0.9759
K02104,0.7301
K02105,0.6016
K02106,0.8238
K02107,0.428
K02108,0.4877
K02109,0.4804
K02110,0.3969
K02111,0.5794
K02112,0.5353
K02113,0.3017
K02114,0.348
K02115,0.7262
K02116,0.7019
K02117,0.7222
K02118,0.4081
K02119,0.7119
K02120,0.8444
K02121,0.8008
K02122,0.6031
K02123,0.7759
K02124,0.7337
K02125,0.831
K02126,0.8389
K02127,0.5312
K02128,0.3043
K02129,0.6522
K02130,0.5402
K02131,0.9103
K02132,0.739
K02133,0.7871
K02134,0.5022
K02135,0.4304
K02136,0.1537
K02137,0.9458
K02138,0.8619
K02139,0.8397
K02140,0.4356
K02141,0.7657
K02142,0.7821
K02143,0.3849
K02144,0.4313
K02145,0.3455
K02146,0.6459
K02147,0.7369
K02148,0.3102
K02149,0.8121
K02150,0.6795
K02151,0.7899
K02152,0.4927
K02153,0.9006
K02154,0.6434
K02155,0.4508
K02156,0.7942
K02157,0.1222
K02158,0.9432
K02159,0.7567
K02160,0.4822
K02161,0.311
K02162,0.8244
K02163,0.674
K02164,0.4696
K02165,0.4021
K02166,0.7148
K02167,0.4458
K02168,0.7164
K02169,0.5336
K02170,0.8275
K02171,0.7173
K02172,0.621
K02173,0.3933
K02174,0.8597
K02175,0.8096
K02176,0.6594
K02177,0.6974
K02178,0.2608
K02179,0.2765
K02180,0.3987
K02181,0.4613
K02182,0.5781
K02183,0.7817
K02184,0.341
K02185,0.5157
K02186,0.5359
K02187,0.6232
K02188,0.9045
K02189,0.836
K02190,0.4163
K02191,0.7357
K02192,0.7215
K02193,0.3486
K02194,0.6556
K02195,0.7556
K02196,0.8917
K02197,0.6496
K02198,0.6193
K02199,0.2782
K02200,0.1933
K02201,0.9324
K02202,0.7693
K02203,0.3615
K02204,0.4269
K02205,0.8142
K02206,0.3232
K02207,0.5014
K02208,0.7573
K02209,0.5625
K02210,0.5575
K02211,0.679
K02212,0.5453
K02213,0.7052
K02214,0.6939
K02215,0.3547
K02216,0.6519
K02217,0.7928
K02218,0.8985
K02219,0.9959
K02220,0.7096
K02221,0.5497
K02222,0.5395
K02223,0.6827
K02224,0.8586
K02225,0.4955
K02226,0.6942
K02227,0.2213
K02228,0.2933
K02229,0.3928
K02230,0.7097
K02231,0.4541
K02232,0.7961
K02233,0.7871
K02234,0.2638
K02235,0.6216
K02236,0.7659
K02237,0.5056
K02238,0.9027
K02239,0.5875
K02240,0.6006
K02241,0.5287
K02242,0.8111
K02243,0.4402
K02244,0.342
K02245,0.8251
K02246,0.9232
K02247,0.7366
K02248,0.3508
K02249,0.5169
K02250,0.4321
K02251,0.463
K02252,0.5843
K02253,0.8242
K02254,0.6766
K02255,0.6297
K02256,0.7643
K02257,0.4889
K02258,0.8181
K02259,0.4071
K02260,0.6458
K02261,0.7142
K02262,0.4291
K02263,0.7317
K02264,0.6354
K02265,0.3722
K02266,0.6257
K02267,0.7219
K02268,0.3922
K02269,0.7303
K02270,0.9274
K02271,0.5712
K02272,0.6768
K02273,0.5989
K02274,0.6937
K02275,0.5153
K02276,0.6136
K02277,0.5591
K02278,0.5869
K02279,0.6023
K02280,0.8902
K02281,0.859
K02282,0.4157
K02283,0.2738
K02284,0.9875
K02285,0.5647
K02286,0.6181
K02287,0.29
K02288,0.336
K02289,0.5266
K02290,0.8079
K02291,0.4502
K02292,0.2611
K02293,0.8535
K02294,0.1961
K02295,0.3469
K02296,0.8175
K02297,0.7737
K02298,0.9359
K02299,0.4067
K02300,0.6771
K02301,0.4605
K02302,0.5975
K02303,0.7722
K02304,0.2441
K02305,0.3833
K02306,0.5908
K02307,0.5202
K02308,0.9206
K02309,0.4859
K02310,0.4236
K02311,0.6195
K02312,0.8345
K02313,0.64
K02314,0.8525
K02315,0.8787
K02316,0.6614
K02317,0.6402
K02318,0.9361
K02319,0.5932
K02320,0.6313
K02321,0.5267
K02322,0.4638
K02323,0.4531
K02324,0.4606
K02325,0.7701
K02326,0.6957
K02327,0.6739
K02328,0.6797
K02329,0.7438
K02330,0.5823
K02331,0.5115
K02332,0.4411
K02333,0.8121
K02334,0.4069
K02335,0.728
K02336,0.8451
K02337,0.6925
K02338,0.633
K02339,0.8424
K02340,0.4705
K02341,0.4112
K02342,0.5571
K02343,0.6008
K02344,0.8795
K02345,0.3961
K02346,0.6472
K02347,0.9238
K02348,0.114
K02349,0.1461
K02350,0.6599
K02351,0.771
K02352,0.7307
K02353,0.3638
K02354,0.5128
K02355,0.7533
K02356,0.7145
K02357,0.7746
K02358,0.355
K02359,0.4947
K02360,0.6407
K02361,0.7748
K02362,0.7442
K02363,0.9035
K02364,0.3622
K02365,0.5087
K02366,0.4403
K02367,0.4095
K02368,0.92
K02369,0.7794
K02370,0.4154
K02371,0.9041
K02372,0.6118
K02373,0.6184
K02374,0.5408
K02375,0.8112
K02376,0.8214
K02377,0.3995
K02378,0.7286
K02379,0.6573
K02380,0.8618
K02381,0.6476
K02382,0.71
K02383,0.525
K02384,0.6399
K02385,0.3258
K02386,0.9605
K02387,0.1777
K02388,0.7288
K02389,0.2839
K02390,0.5582
K02391,0.9746
K02392,0.4297
K02393,0.674
K02394,0.642
K02395,0.3388
K02396,0.8083
K02397,0.7944
K02398,0.442
K02399,0.4377
K02400,0.3719
K02401,0.2799
K02402,0.4848
K02403,0.5093
K02404,0.3981
K02405,0.8499
K02406,0.5271
K02407,0.5536
K02408,0.5529
K02409,0.4024
K02410,0.6657
K02411,0.5081
K02412,0.7666
K02413,0.7369
K02414,0.4362
K02415,0.6266
K02416,0.6115
K02417,0.509
K02418,0.8124
K02419,0.5356
K02420,0.2791
K02421,0.5865
K02422,0.3631
K02423,0.4637
K02424,0.1958
K02425,0.795
K02426,0.5354
K02427,0.3735
K02428,0.8738
K02429,0.6991
K02430,0.6569
K02431,0.888
K02432,0.778
K02433,0.7621
K02434,0.5316
K02435,0.8412
K02436,0.851
K02437,0.6481
K02438,0.7103
K02439,0.4298
K02440,0.6326
K02441,0.6011
K02442,0.2765
K02443,0.5243
K02444,0.8163
K02445,0.5944
K02446,0.5958
