client_id,coach_id,need_competency_alignment,true_competence_primary,sector_match,working_style_compat,personality_sim
K00010,C0107,1.0,0.513,0.0,0.7248,0.8498
K00523,C0100,0.5,0.3374,0.0,0.6405,0.9947
K00523,C0109,0.5,0.418,0.0,0.7575,0.9528
K00523,C0054,0.5,0.5085,0.0,0.5876,0.9697
K00535,C0016,1.0,0.6363,0.0,0.659,0.9011
K00535,C0043,1.0,0.5586,0.0,0.6084,0.9234
K00535,C0081,1.0,0.6106,0.0,0.7263,0.9095
K00288,C0054,0.875,0.5377,0.0,0.8812,0.9937
K00288,C0020,0.875,0.2874,0.0,0.9212,0.9212
K00288,C0001,1.0,0.7166,0.0,0.6791,0.9319
K00343,C0101,0.8333,0.5686,0.0,0.6978,0.8348
K00343,C0006,0.8333,0.6445,0.0,0.7629,0.8656
K00343,C0012,0.8333,0.6014,0.0,0.8552,0.6458
K00590,C0052,1.0,0.4897,0.0,0.855,0.9159
K00590,C0106,1.0,0.813,0.0,0.641,0.8779
K00590,C0034,1.0,0.6993,1.0,0.7515,0.9184
K00436,C0107,0.75,0.4681,0.0,0.9473,0.9106
K00436,C0082,0.75,0.5063,0.0,0.8448,0.8897
K00436,C0101,0.75,0.6266,0.0,0.7515,0.858
K00625,C0009,1.0,0.761,0.0,0.6698,0.7865
K00625,C0027,1.0,0.3074,1.0,0.7485,0.784
K00625,C0090,1.0,0.4987,0.0,0.5727,0.8149
K00478,C0101,1.0,0.6266,0.0,0.7597,0.9425
K00478,C0073,1.0,0.4377,0.0,0.7579,0.8696
K00478,C0082,1.0,0.5063,0.0,0.7684,0.8562
K00512,C0096,1.0,0.3502,1.0,0.6693,0.9759
K00512,C0081,1.0,0.6119,0.0,0.7764,0.9072
K00512,C0059,1.0,0.6274,0.0,0.6562,0.9702
K00442,C0032,0.5,0.2389,0.0,0.9243,0.95
K00442,C0054,0.6667,0.5085,0.0,0.6339,0.9507
K00442,C0028,0.3333,0.2365,0.0,0.9229,0.9358
K00328,C0052,1.0,0.5104,0.0,0.7943,0.9755
K00328,C0022,1.0,0.5947,0.0,0.665,0.9233
K00328,C0060,1.0,0.5958,0.0,0.8956,0.7253
K00579,C0081,1.0,0.6119,0.0,0.858,0.8778
K00579,C0007,1.0,0.6328,1.0,0.8176,0.8541
K00579,C0078,1.0,0.6291,0.0,0.86,0.8143
K00026,C0060,1.0,0.5958,0.0,0.8181,0.9244
K00026,C0052,1.0,0.5104,0.0,0.9158,0.8265
K00026,C0022,1.0,0.5947,0.0,0.7365,0.7652
K00289,C0030,1.0,0.6724,0.0,0.7041,0.9835
K00289,C0004,1.0,0.4518,0.0,0.8445,0.9224
K00289,C0106,1.0,0.813,0.0,0.6909,0.9304
K00275,C0112,0.8333,0.34,0.0,0.8956,0.7746
K00275,C0045,0.8333,0.635,0.0,0.8078,0.7772
K00275,C0120,0.6667,0.2218,0.0,0.6765,0.9126
K00116,C0072,1.0,0.4228,0.0,0.6049,0.9456
K00116,C0034,1.0,0.8531,0.0,0.6838,0.839
K00116,C0048,0.3333,0.5787,1.0,0.714,0.9565
K00414,C0007,1.0,0.6102,0.0,0.8511,0.6676
K00414,C0027,0.5,0.3254,0.0,0.8426,0.9768
K00414,C0096,1.0,0.2015,0.0,0.7237,0.9702
K00551,C0009,0.625,0.761,0.0,0.7801,0.9459
K00551,C0060,0.75,0.5958,0.0,0.6784,0.9716
K00551,C0032,0.875,0.6018,0.0,0.7098,0.9095
K00131,C0042,1.0,0.2224,0.0,0.7316,0.5807
K00131,C0119,1.0,0.4456,0.0,0.5274,0.7129
K00131,C0066,1.0,0.2444,0.0,0.7047,0.9441
K00025,C0060,0.75,0.5958,0.0,0.8603,0.8018
K00025,C0058,0.75,0.8374,0.0,0.8277,0.9416
K00025,C0040,0.75,0.6094,0.0,0.4962,0.7296
K00319,C0031,0.75,0.3135,0.0,0.9109,0.9684
K00319,C0084,1.0,0.4192,0.0,0.7094,0.8773
K00319,C0078,0.75,0.6291,0.0,0.7145,0.9928
K00258,C0007,1.0,0.6102,1.0,0.5901,0.8706
K00258,C0114,1.0,0.3236,0.0,0.7854,0.961
K00258,C0081,1.0,0.3596,0.0,0.7013,0.9445
K00617,C0052,1.0,0.4897,0.0,0.6318,0.9819
K00617,C0004,1.0,0.4518,0.0,0.7549,0.8273
K00617,C0089,1.0,0.9804,0.0,0.5797,0.8439
K00465,C0054,0.8333,0.5377,0.0,0.7812,0.8779
K00465,C0020,0.8333,0.2874,0.0,0.8333,0.9448
K00465,C0101,0.8333,0.5686,0.0,0.7822,0.9078
K00624,C0048,1.0,0.4966,0.0,0.7927,0.9385
K00624,C0110,1.0,0.7183,0.0,0.7286,0.8778
K00624,C0099,1.0,0.2326,0.0,0.7966,0.9907
K00393,C0087,0.75,0.5538,0.0,0.8571,0.9806
K00393,C0054,0.75,0.5085,0.0,0.5228,0.8898
K00393,C0060,0.875,0.6895,0.0,0.5983,0.9618
K00269,C0007,1.0,0.6102,0.0,0.7824,0.8633
K00269,C0114,1.0,0.3236,1.0,0.884,0.8914
K00269,C0027,0.75,0.3254,0.0,0.8744,0.9131
K00245,C0102,0.6667,0.7671,1.0,0.6011,0.9633
K00245,C0027,0.6667,0.3074,1.0,0.8062,0.9635
K00245,C0011,0.6667,0.5341,0.0,0.8299,0.9094
K00533,C0027,0.5,0.3074,1.0,0.597,0.8969
K00533,C0025,0.75,0.3868,0.0,0.7813,0.9467
K00533,C0009,0.5,0.761,1.0,0.6878,0.8308
K00035,C0060,0.875,0.5958,0.0,0.796,0.8262
K00035,C0025,0.875,0.3868,0.0,0.7546,0.9091
K00035,C0040,0.875,0.6094,0.0,0.7216,0.8733
K00353,C0103,1.0,0.7432,0.0,0.8287,0.9058
K00353,C0007,1.0,0.6328,0.0,0.8416,0.8566
K00353,C0032,0.75,0.1988,0.0,0.6808,0.9799
K00101,C0004,1.0,0.4518,1.0,0.8198,0.936
K00101,C0106,1.0,0.813,1.0,0.5886,0.9326
K00101,C0030,1.0,0.6724,0.0,0.6296,0.8492
K00291,C0111,0.8333,0.6158,0.0,0.724,0.6896
K00291,C0021,0.3333,0.2965,1.0,0.5714,0.941
K00291,C0018,0.3333,0.0782,0.0,0.7052,0.9396
K00558,C0039,1.0,0.2504,0.0,0.6352,0.8763
K00558,C0120,0.5,0.1379,0.0,0.8124,0.9467
K00558,C0004,0.5,0.4518,0.0,0.9162,0.8982
K00389,C0072,1.0,0.4228,1.0,0.7984,0.9447
K00389,C0034,1.0,0.8531,1.0,0.8284,0.8581
K00389,C0004,0.6667,0.1785,0.0,0.7734,0.9288
K00509,C0108,0.8333,0.3852,0.0,0.6027,0.8765
K00509,C0009,0.8333,0.3671,0.0,0.7935,0.8805
K00509,C0038,0.6667,0.1491,0.0,0.5585,0.8519
K00645,C0001,0.875,0.6869,0.0,0.851,0.7824
K00645,C0048,0.625,0.4966,0.0,0.8818,0.8947
K00645,C0092,0.625,0.48,1.0,0.7646,0.9004
K00001,C0001,1.0,0.7166,0.0,0.9378,0.8896
K00001,C0071,1.0,0.2298,0.0,0.8375,0.9016
K00001,C0006,1.0,0.6445,0.0,0.6314,0.9003
K00349,C0052,1.0,0.5104,0.0,0.6921,0.9369
K00349,C0060,1.0,0.5958,0.0,0.5494,0.7658
K00349,C0022,1.0,0.5947,0.0,0.8214,0.9016
K00392,C0060,0.75,0.5958,0.0,0.953,0.9278
K00392,C0040,0.75,0.6094,0.0,0.5378,0.7633
K00392,C0025,0.75,0.3868,0.0,0.6166,0.9129
K00031,C0037,0.75,0.6155,0.0,0.6933,0.9406
K00031,C0028,0.75,0.735,1.0,0.575,0.8406
K00031,C0108,0.75,0.3287,0.0,0.9279,0.946
K00367,C0067,1.0,0.5637,0.0,0.7339,0.8994
K00367,C0089,0.3333,0.9804,0.0,0.6827,0.9851
K00367,C0027,0.6667,0.1034,1.0,0.87,0.9531
K00638,C0116,1.0,0.3323,0.0,0.6504,0.7658
K00638,C0083,0.25,0.3713,0.0,0.6872,0.9741
K00638,C0099,0.5,0.4657,0.0,0.7991,0.9619
K00616,C0007,1.0,0.6328,0.0,0.7974,0.858
K00616,C0114,1.0,0.2468,0.0,0.9039,0.9466
K00616,C0059,0.5,0.6274,0.0,0.6963,0.9486
K00127,C0081,1.0,0.6119,0.0,0.7962,0.889
K00127,C0002,1.0,0.622,1.0,0.6055,0.8658
K00127,C0077,1.0,0.5911,0.0,0.5378,0.941
K00200,C0052,0.75,0.5104,0.0,0.7598,0.9828
K00200,C0022,0.75,0.5947,0.0,0.8836,0.884
K00200,C0060,0.75,0.5958,1.0,0.6202,0.8658
K00315,C0076,1.0,0.9584,1.0,0.7609,0.9293
K00315,C0032,1.0,0.7354,0.0,0.7463,0.8254
K00315,C0001,1.0,0.6869,0.0,0.7986,0.8265
K00301,C0082,1.0,0.5546,0.0,0.8521,0.9162
K00301,C0078,1.0,0.6291,0.0,0.7445,0.979
K00301,C0085,1.0,0.7735,0.0,0.595,0.8327
K00334,C0067,1.0,0.5637,0.0,0.7519,0.9248
K00334,C0092,0.0,0.1679,0.0,0.8335,0.942
K00334,C0038,0.0,0.0498,0.0,0.6932,0.9055
K00435,C0076,0.75,0.8752,0.0,0.744,0.8998
K00435,C0032,0.75,0.6018,0.0,0.7199,0.9346
K00435,C0001,0.75,0.6209,0.0,0.8234,0.981
K00543,C0020,0.375,0.2874,1.0,0.9293,0.9517
K00543,C0042,0.625,0.081,0.0,0.839,0.9599
K00543,C0024,0.75,0.7644,0.0,0.8743,0.9577
K00295,C0101,1.0,0.719,1.0,0.7641,0.934
K00295,C0012,1.0,0.6397,0.0,0.8738,0.8695
K00295,C0006,1.0,0.6363,1.0,0.7864,0.9671
K00305,C0080,1.0,0.6273,0.0,0.7817,0.9791
K00305,C0042,1.0,0.1769,0.0,0.8073,0.9121
K00305,C0091,1.0,0.7874,0.0,0.5593,0.937
K00311,C0083,1.0,0.3713,0.0,0.7483,0.95
K00311,C0048,1.0,0.5787,0.0,0.7935,0.8941
K00311,C0091,1.0,0.7874,0.0,0.7995,0.9626
K00004,C0084,0.8333,0.3213,0.0,0.7179,0.9844
K00004,C0114,0.8333,0.1733,0.0,0.9395,0.899
K00004,C0031,0.8333,0.2498,0.0,0.7263,0.9147
K00046,C0006,1.0,0.6363,1.0,0.8029,0.9299
K00046,C0012,1.0,0.6397,0.0,0.8527,0.7169
K00046,C0101,1.0,0.719,1.0,0.8391,0.8102
K00547,C0116,1.0,0.4339,0.0,0.8656,0.7088
K00547,C0111,1.0,0.652,0.0,0.8793,0.9649
K00547,C0099,0.75,0.2136,0.0,0.9219,0.9501
K00151,C0040,0.75,0.6094,0.0,0.7548,0.681
K00151,C0025,0.75,0.3868,0.0,0.6247,0.853
K00151,C0060,0.875,0.5958,1.0,0.5368,0.8181
K00531,C0082,1.0,0.5063,0.0,0.7941,0.9569
K00531,C0107,1.0,0.4681,0.0,0.8869,0.89
K00531,C0073,1.0,0.4377,0.0,0.7264,0.9343
K00499,C0089,0.5,0.9804,0.0,0.5249,0.9855
K00499,C0032,0.5,0.303,0.0,0.4746,0.9709
K00499,C0092,0.5,0.1679,0.0,0.6968,0.896
K00230,C0032,1.0,0.6018,0.0,0.8086,0.9142
K00230,C0076,1.0,0.8752,0.0,0.8261,0.8982
K00230,C0001,1.0,0.6209,0.0,0.68,0.8986
K00185,C0004,1.0,0.4518,0.0,0.7402,0.9496
K00185,C0068,1.0,0.6102,0.0,0.7338,0.8203
K00185,C0060,1.0,0.5578,0.0,0.8661,0.7872
K00325,C0099,0.6667,0.2326,0.0,0.7461,0.9974
K00325,C0086,0.6667,0.2229,0.0,0.8111,0.9839
K00325,C0054,0.6667,0.2068,0.0,0.7621,0.9832
K00517,C0054,0.1667,0.2124,0.0,0.9062,0.9554
K00517,C0024,0.3333,0.4237,0.0,0.7603,0.9467
K00517,C0088,0.1667,0.2292,0.0,0.7429,0.9601
K00450,C0054,0.8333,0.5377,0.0,0.7172,0.9461
K00450,C0024,0.3333,0.7644,0.0,0.7543,0.9693
K00450,C0075,0.5,0.3126,0.0,0.8688,0.9409
K00217,C0082,1.0,0.5546,0.0,0.7639,0.9616
K00217,C0073,1.0,0.4327,1.0,0.7616,0.9231
K00217,C0006,1.0,0.6363,0.0,0.7693,0.9214
K00099,C0039,1.0,0.2504,0.0,0.6323,0.9148
K00099,C0094,1.0,0.3683,0.0,0.6963,0.6639
K00099,C0085,0.75,0.2724,0.0,0.8837,0.9358
K00497,C0089,0.3333,0.4212,0.0,0.7524,0.9281
K00497,C0004,1.0,0.0656,0.0,0.8297,0.8964
K00497,C0106,0.3333,0.3706,0.0,0.866,0.9546
K00589,C0024,0.875,0.7644,0.0,0.8682,0.7752
K00589,C0088,0.75,0.5919,0.0,0.7397,0.9806
K00589,C0112,0.625,0.1421,0.0,0.8379,0.8767
K00215,C0006,1.0,0.6445,1.0,0.8025,0.987
K00215,C0101,1.0,0.5686,1.0,0.7164,0.9229
K00215,C0012,1.0,0.6014,0.0,0.626,0.807
K00108,C0055,1.0,0.5709,0.0,0.859,0.8503
K00108,C0027,1.0,0.3254,0.0,0.8377,0.9186
K00108,C0108,1.0,0.3466,0.0,0.5717,0.9352
K00028,C0032,1.0,0.6018,1.0,0.8651,0.9738
K00028,C0053,0.75,0.6641,0.0,0.8367,0.9711
K00028,C0027,0.75,0.3074,1.0,0.909,0.9151
K01319,C0054,1.0,0.4997,0.0,0.6554,0.9214
K01319,C0049,0.5,0.642,0.0,0.7777,0.7659
K01319,C0022,1.0,0.6116,0.0,0.8783,0.8351
K00698,C0054,1.0,0.2,0.0,0.6873,0.8711
K00698,C0049,1.0,0.2053,0.0,0.8849,0.9376
K00698,C0019,0.0,0.5798,0.0,0.7192,0.912
K01190,C0094,1.0,0.2578,0.0,0.6589,0.8338
K01190,C0039,1.0,0.2408,0.0,0.7723,0.9369
K01190,C0096,0.8333,0.3502,0.0,0.8945,0.9682
K01472,C0034,1.0,0.6993,0.0,0.778,0.9426
K01472,C0072,1.0,0.4356,0.0,0.8097,0.9755
K01472,C0048,0.3333,0.2209,0.0,0.6811,0.9858
K01036,C0027,0.75,0.3074,0.0,0.7595,0.8619
K01036,C0064,0.75,0.4449,0.0,0.808,0.8572
K01036,C0102,0.75,0.7671,0.0,0.7711,0.7783
K00758,C0110,0.75,0.6702,0.0,0.5762,0.9324
K00758,C0108,0.75,0.3852,0.0,0.6294,0.8802
K00758,C0111,1.0,0.2833,0.0,0.6239,0.9908
K01055,C0042,1.0,0.2224,0.0,0.8645,0.8889
K01055,C0119,1.0,0.4456,0.0,0.8487,0.8934
K01055,C0055,1.0,0.5709,0.0,0.8921,0.9802
K00794,C0054,1.0,0.5377,0.0,0.725,0.9716
K00794,C0091,0.0,0.2613,0.0,0.6145,0.9727
K00794,C0043,0.0,0.2417,0.0,0.7688,0.9452
K01136,C0055,1.0,0.6411,0.0,0.7594,0.857
K01136,C0108,1.0,0.3287,0.0,0.776,0.9224
K01136,C0092,1.0,0.48,0.0,0.8697,0.6343
K00845,C0096,1.0,0.3502,0.0,0.8088,0.9953
K00845,C0002,1.0,0.622,0.0,0.7403,0.9626
K00845,C0120,1.0,0.2787,0.0,0.5726,0.9007
K01395,C0018,1.0,0.3264,0.0,0.7918,0.9885
K01395,C0021,1.0,0.4724,1.0,0.658,0.9526
K01395,C0063,1.0,0.5314,0.0,0.8299,0.9611
K01028,C0031,0.6667,0.3135,0.0,0.8407,0.9223
K01028,C0114,0.6667,0.2468,0.0,0.8118,0.9059
K01028,C0084,0.8333,0.4192,0.0,0.833,0.9173
K00994,C0099,0.6667,0.4377,0.0,0.867,0.9901
K00994,C0075,0.6667,0.8681,0.0,0.9416,0.9657
K00994,C0004,1.0,0.5342,0.0,0.7751,0.9173
K01493,C0009,0.75,0.6638,0.0,0.7684,0.9677
K01493,C0090,0.75,0.556,0.0,0.7696,0.9522
K01493,C0025,0.75,0.6046,0.0,0.5735,0.8979
K01497,C0053,0.6667,0.2759,0.0,0.7867,0.9318
K01497,C0032,0.8333,0.2432,1.0,0.9268,0.9264
K01497,C0064,0.6667,0.1558,0.0,0.7756,0.9206
K00732,C0040,0.8333,0.6094,0.0,0.5568,0.8951
K00732,C0025,0.8333,0.3868,0.0,0.6796,0.8583
K00732,C0058,0.8333,0.8374,0.0,0.7549,0.877
K00967,C0034,1.0,0.8531,0.0,0.8715,0.9036
K00967,C0072,1.0,0.4228,0.0,0.8097,0.9348
K00967,C0004,0.3333,0.1785,0.0,0.8165,0.9369
K01049,C0087,0.75,0.1312,0.0,0.6895,0.9511
K01049,C0099,0.75,0.1956,0.0,0.8315,0.9517
K01049,C0109,0.75,0.1833,0.0,0.9035,0.9681
K01063,C0108,1.0,0.3466,0.0,0.6692,0.8859
K01063,C0117,0.5,0.4618,0.0,0.8135,0.9612
K01063,C0029,0.5,0.5823,0.0,0.6837,0.9788
K00921,C0092,0.75,0.48,0.0,0.9556,0.9592
K00921,C0048,0.75,0.4966,0.0,0.6717,0.936
K00921,C0032,0.75,0.7354,0.0,0.8096,0.9018
K01406,C0054,0.75,0.4997,0.0,0.6419,0.9028
K01406,C0024,1.0,0.1559,1.0,0.9108,0.8097
K01406,C0097,0.75,0.228,0.0,0.8509,0.8992
K00810,C0085,1.0,0.7735,0.0,0.728,0.9593
K00810,C0002,1.0,0.622,0.0,0.8372,0.9404
K00810,C0103,1.0,0.7432,0.0,0.7834,0.9595
K01444,C0103,1.0,0.8055,0.0,0.5767,0.7837
K01444,C0007,1.0,0.5627,0.0,0.6811,0.6531
K01444,C0070,0.75,0.4244,1.0,0.8249,0.9768
K01433,C0096,1.0,0.3502,0.0,0.811,0.9717
K01433,C0081,1.0,0.6119,0.0,0.86,0.9273
K01433,C0002,1.0,0.622,0.0,0.5193,0.9773
K00882,C0052,1.0,0.4897,0.0,0.7788,0.9728
K00882,C0022,1.0,0.5559,0.0,0.696,0.9035
K00882,C0094,1.0,0.3683,0.0,0.5618,0.7959
K00675,C0009,0.8333,0.6638,0.0,0.7437,0.7941
K00675,C0025,1.0,0.6046,0.0,0.824,0.9524
K00675,C0027,0.8333,0.3254,1.0,0.665,0.8055
K00878,C0079,0.3333,0.7034,0.0,0.7315,0.9224
K00878,C0111,0.8333,0.6158,0.0,0.7508,0.902
K00878,C0045,0.3333,0.635,0.0,0.6781,0.9377
K01233,C0054,1.0,0.4997,0.0,0.7538,0.8706
K01233,C0049,1.0,0.642,0.0,0.5075,0.9004
K01233,C0072,1.0,0.5483,0.0,0.8987,0.9152
K00723,C0114,0.75,0.2468,0.0,0.8169,0.9713
K00723,C0031,0.75,0.3135,0.0,0.7894,0.9134
K00723,C0054,0.25,0.2287,0.0,0.7328,0.9838
K01299,C0058,0.875,0.8854,1.0,0.5421,0.8571
K01299,C0040,0.875,0.6862,0.0,0.7854,0.6752
K01299,C0060,0.875,0.6895,0.0,0.6269,0.9115
K01411,C0042,1.0,0.2224,0.0,0.8761,0.9508
K01411,C0119,1.0,0.4456,0.0,0.698,0.9421
K01411,C0117,1.0,0.4618,0.0,0.7611,0.9247
K00937,C0054,1.0,0.5377,0.0,0.8394,0.8266
K00937,C0088,1.0,0.5919,0.0,0.6934,0.8919
K00937,C0071,1.0,0.2298,0.0,0.7995,0.9102
K01381,C0019,1.0,0.5798,0.0,0.8348,0.9347
K01381,C0032,1.0,0.2432,0.0,0.8483,0.9779
K01381,C0055,0.0,0.1986,0.0,0.86,0.9593
K00680,C0071,0.75,0.4341,0.0,0.8503,0.9547
K00680,C0088,0.75,0.5845,0.0,0.7957,0.8994
K00680,C0001,0.75,0.6209,0.0,0.9061,0.8258
K00685,C0048,0.75,0.4966,0.0,0.7315,0.9295
K00685,C0032,0.75,0.7354,0.0,0.8171,0.9578
K00685,C0055,0.75,0.6411,0.0,0.8159,0.9171
K01206,C0055,1.0,0.5709,0.0,0.6924,0.9862
K01206,C0119,1.0,0.4456,0.0,0.5158,0.9881
K01206,C0042,1.0,0.2224,0.0,0.72,0.9539
K00905,C0107,0.8333,0.4681,0.0,0.8704,0.9544
K00905,C0063,0.8333,0.5314,0.0,0.9483,0.7771
K00905,C0073,0.8333,0.4377,0.0,0.7827,0.9225
K00971,C0119,0.5,0.0916,0.0,0.7907,0.9258
K00971,C0002,1.0,0.2409,0.0,0.655,0.9571
K00971,C0087,0.5,0.2753,1.0,0.7485,0.9084
K01345,C0103,1.0,0.7432,0.0,0.6547,0.8492
K01345,C0007,1.0,0.6328,0.0,0.7682,0.9599
K01345,C0112,0.75,0.39,0.0,0.8284,0.9602
K01446,C0054,0.75,0.5085,0.0,0.7722,0.9038
K01446,C0075,0.625,0.8681,0.0,0.8919,0.9247
K01446,C0040,0.75,0.6862,0.0,0.8749,0.937
K00691,C0103,0.75,0.8055,0.0,0.7377,0.9646
K00691,C0028,0.75,0.735,0.0,0.7522,0.984
K00691,C0110,0.75,0.7183,0.0,0.7173,0.906
K00719,C0110,0.6667,0.6702,0.0,0.8274,0.8888
K00719,C0108,0.6667,0.3852,1.0,0.6565,0.875
K00719,C0117,0.0,0.0657,0.0,0.7612,0.9412
K00945,C0055,0.75,0.6411,0.0,0.6954,0.8066
K00945,C0108,0.75,0.3287,0.0,0.7644,0.8709
K00945,C0092,0.75,0.48,0.0,0.5915,0.6115
K01300,C0119,1.0,0.4453,0.0,0.7792,0.9576
K01300,C0087,1.0,0.5538,0.0,0.7536,0.9697
K01300,C0017,1.0,0.3955,0.0,0.7963,0.9566
K01339,C0004,0.3333,0.1828,0.0,0.7417,0.9747
K01339,C0054,0.6667,0.5377,0.0,0.8447,0.9165
K01339,C0030,0.3333,0.2705,0.0,0.7706,0.9138
K01376,C0052,1.0,0.4897,0.0,0.8482,0.9722
K01376,C0022,1.0,0.5559,0.0,0.7263,0.9734
K01376,C0034,1.0,0.6993,0.0,0.7044,0.8485
K00888,C0006,1.0,0.6843,0.0,0.8593,0.9904
K00888,C0082,1.0,0.5063,0.0,0.8292,0.9005
K00888,C0063,1.0,0.5314,0.0,0.8591,0.8381
K00778,C0031,0.75,0.3135,0.0,0.7387,0.9114
K00778,C0114,0.75,0.2468,0.0,0.7535,0.9157
K00778,C0033,0.75,0.2507,0.0,0.6987,0.9874
K00861,C0091,1.0,0.7874,0.0,0.7291,0.8538
K00861,C0081,1.0,0.6106,0.0,0.7136,0.8911
K00861,C0119,1.0,0.4171,0.0,0.5293,0.8662
K01163,C0022,1.0,0.6116,0.0,0.8548,0.6574
K01163,C0102,0.0,0.3679,1.0,0.7459,0.9676
K01163,C0053,0.0,0.2663,0.0,0.5712,0.9535
K01384,C0117,1.0,0.4618,0.0,0.4481,0.8856
K01384,C0119,1.0,0.4456,0.0,0.5992,0.9118
K01384,C0038,1.0,0.1521,0.0,0.7245,0.8774
K01215,C0006,0.8333,0.6363,1.0,0.7098,0.919
K01215,C0082,0.8333,0.5546,0.0,0.8415,0.8473
K01215,C0101,0.8333,0.719,1.0,0.7904,0.9281
K01132,C0027,1.0,0.3254,1.0,0.6745,0.97
K01132,C0090,1.0,0.556,0.0,0.8848,0.9089
K01132,C0009,1.0,0.6638,0.0,0.7654,0.8194
K00926,C0031,0.5,0.2498,0.0,0.9097,0.9972
K00926,C0086,0.5,0.569,0.0,0.7658,0.9347
K00926,C0075,0.5,0.8681,0.0,0.7156,0.8976
K01170,C0054,1.0,0.1739,0.0,0.6768,0.9729
K01170,C0091,0.5,0.7874,0.0,0.6223,0.9908
K01170,C0119,0.5,0.4171,0.0,0.6294,0.9594
K01357,C0054,0.8333,0.5377,0.0,0.5676,0.8588
K01357,C0020,0.8333,0.2874,0.0,0.6076,0.936
K01357,C0071,0.8333,0.2298,0.0,0.5403,0.894
K01259,C0055,1.0,0.6411,0.0,0.7786,0.9258
K01259,C0108,1.0,0.3287,0.0,0.7568,0.9042
K01259,C0092,1.0,0.48,0.0,0.8935,0.5213
K01459,C0034,1.0,0.6993,0.0,0.7272,0.9937
K01459,C0035,1.0,0.7568,0.0,0.7247,0.9156
K01459,C0008,1.0,0.5669,0.0,0.7037,0.9397
K00995,C0075,0.8333,0.8681,0.0,0.8855,0.8647
K00995,C0086,0.8333,0.569,0.0,0.7005,0.8139
K00995,C0054,0.8333,0.5085,0.0,0.7369,0.8338
K01188,C0032,0.8333,0.303,1.0,0.8496,0.9858
K01188,C0055,0.8333,0.1884,0.0,0.8491,0.9785
K01188,C0034,0.3333,0.6993,0.0,0.8439,0.9142
K01307,C0052,0.75,0.5104,0.0,0.7758,0.9651
K01307,C0022,0.75,0.5947,0.0,0.8072,0.9478
K01307,C0094,0.75,0.3064,1.0,0.7282,0.8638
K01422,C0116,1.0,0.4339,0.0,0.7956,0.6353
K01422,C0087,0.625,0.292,0.0,0.6771,0.8804
K01422,C0065,0.625,0.226,0.0,0.6155,0.9366
K00889,C0085,0.5,0.3839,0.0,0.9801,0.9521
K00889,C0002,0.5,0.2392,0.0,0.6595,0.9521
K00889,C0110,0.3333,0.6702,0.0,0.775,0.8761
K01435,C0022,0.8333,0.6116,0.0,0.6987,0.8834
K01435,C0018,0.3333,0.0974,0.0,0.7916,0.9137
K01435,C0032,0.5,0.2201,0.0,0.592,0.8391
K01469,C0004,0.5,0.2368,0.0,0.6694,0.9571
K01469,C0110,0.6667,0.7183,0.0,0.5998,0.9575
K01469,C0095,0.6667,0.743,0.0,0.8054,0.8903
K01011,C0109,0.75,0.418,0.0,0.7954,0.9698
K01011,C0119,0.75,0.4453,0.0,0.7129,0.9387
K01011,C0004,0.75,0.5342,0.0,0.8417,0.9264
K01150,C0055,0.75,0.5709,0.0,0.7492,0.9838
K01150,C0007,1.0,0.6102,0.0,0.7759,0.8957
K01150,C0108,0.75,0.3466,0.0,0.496,0.9346
K00725,C0053,0.8333,0.6641,0.0,0.7948,0.9513
K00725,C0032,1.0,0.6018,0.0,0.9191,0.8993
K00725,C0102,0.8333,0.7671,0.0,0.7258,0.9119
K01142,C0055,0.75,0.5709,0.0,0.6886,0.8492
K01142,C0007,1.0,0.6102,0.0,0.8212,0.9475
K01142,C0092,0.75,0.2595,0.0,0.7725,0.7403
K00755,C0034,1.0,0.6993,1.0,0.7512,0.936
K00755,C0052,1.0,0.4897,0.0,0.9267,0.985
K00755,C0004,1.0,0.4518,0.0,0.8292,0.8857
K01398,C0095,1.0,0.7331,0.0,0.6725,0.922
K01398,C0102,0.8333,0.7671,1.0,0.5568,0.9208
K01398,C0032,1.0,0.6018,1.0,0.7043,0.9394
K01310,C0073,0.75,0.4377,1.0,0.6951,0.7793
K01310,C0006,0.75,0.6843,0.0,0.7835,0.8424
K01310,C0082,0.75,0.5063,0.0,0.7505,0.8855
K01442,C0119,0.5,0.4456,0.0,0.8464,0.9513
K01442,C0114,0.5,0.3236,0.0,0.8176,0.9587
K01442,C0025,0.5,0.6046,0.0,0.5248,0.9294
K01432,C0028,0.0,0.3571,0.0,0.8733,0.9344
K01432,C0030,1.0,0.6724,0.0,0.6407,0.9538
K01432,C0110,0.0,0.2278,0.0,0.9316,0.8299
K01066,C0104,1.0,0.5871,0.0,0.7156,0.9314
K01066,C0102,1.0,0.7671,0.0,0.7935,0.9617
K01066,C0032,1.0,0.6018,0.0,0.7732,0.9689
K01158,C0116,1.0,0.3323,0.0,0.7442,0.7065
K01158,C0017,1.0,0.4955,0.0,0.7863,0.8942
K01158,C0119,1.0,0.4171,0.0,0.8525,0.8261
K01071,C0033,1.0,0.2507,1.0,0.7166,0.9757
K01071,C0078,1.0,0.6291,0.0,0.8196,0.9331
K01071,C0045,1.0,0.7126,0.0,0.8287,0.9241
K00965,C0114,1.0,0.2468,0.0,0.7394,0.791
K00965,C0007,1.0,0.6328,0.0,0.6736,0.7246
K00965,C0059,1.0,0.6274,0.0,0.7375,0.9416
