client_id,coach_id,rank_shown,offer_date,visible_profile_appeal,chosen
K00304,C0021,3,2023-09-27,0.7714,False
K00628,C0101,1,2023-09-27,0.5975,False
K00628,C0006,2,2023-09-27,0.6721,False
K00628,C0088,3,2023-09-27,1.0,True
K00229,C0052,1,2023-09-27,0.5079,False
K00229,C0022,2,2023-09-27,0.3629,False
K00229,C0060,3,2023-09-27,0.3561,False
K00562,C0073,1,2023-09-27,1.0,False
K00562,C0101,2,2023-09-27,0.5975,False
K00562,C0063,3,2023-09-27,1.0,True
K00591,C0101,1,2023-09-27,0.5975,True
K00591,C0006,2,2023-09-27,0.6721,False
K00591,C0012,3,2023-09-27,0.6089,False
K00058,C0067,1,2023-10-01,1.0,True
K00058,C0052,2,2023-10-01,0.5079,False
K00058,C0119,3,2023-10-01,0.664,False
K00337,C0085,1,2023-10-02,1.0,True
K00337,C0120,2,2023-10-02,0.7011,False
K00337,C0078,3,2023-10-02,0.3912,False
K00441,C0007,1,2023-10-02,0.3312,False
K00441,C0114,2,2023-10-02,1.0,False
K00441,C0056,3,2023-10-02,0.2414,False
K00610,C0004,1,2023-10-03,0.0,False
K00610,C0072,2,2023-10-03,1.0,True
K00610,C0068,3,2023-10-03,0.8036,False
K00020,C0031,1,2023-10-03,0.7895,False
K00020,C0081,2,2023-10-03,0.6906,False
K00020,C0013,3,2023-10-03,0.6899,True
K00514,C0031,1,2023-10-04,0.7895,False
K00514,C0084,2,2023-10-04,0.9892,True
K00514,C0114,3,2023-10-04,1.0,False
K00404,C0032,1,2023-10-04,0.093,False
K00404,C0076,2,2023-10-04,1.0,False
K00404,C0095,3,2023-10-04,0.7468,False
K00519,C0088,1,2023-10-04,1.0,True
K00519,C0006,2,2023-10-04,0.6721,False
K00519,C0071,3,2023-10-04,1.0,False
K00481,C0004,1,2023-10-04,0.0,False
K00481,C0015,2,2023-10-04,1.0,False
K00481,C0005,3,2023-10-04,0.901,True
K00412,C0032,1,2023-10-05,0.093,False
K00412,C0037,2,2023-10-05,0.9427,True
K00412,C0048,3,2023-10-05,0.4161,False
K00316,C0032,1,2023-10-05,0.093,False
K00316,C0076,2,2023-10-05,1.0,False
K00316,C0095,3,2023-10-05,0.7468,False
K00172,C0039,1,2023-10-06,1.0,False
K00172,C0094,2,2023-10-06,1.0,True
K00172,C0052,3,2023-10-06,0.5079,False
K00148,C0054,1,2023-10-06,0.1312,False
K00148,C0109,2,2023-10-06,0.3287,False
K00148,C0119,3,2023-10-06,0.664,False
K00089,C0107,1,2023-10-06,0.9289,True
K00089,C0073,2,2023-10-06,1.0,False
K00089,C0116,3,2023-10-06,1.0,False
K00169,C0078,1,2023-10-07,0.3912,False
K00169,C0096,2,2023-10-07,0.7439,False
K00169,C0033,3,2023-10-07,0.4177,True
K00053,C0004,1,2023-10-07,0.0,False
K00053,C0060,2,2023-10-07,0.3561,False
K00053,C0068,3,2023-10-07,0.8036,False
K00383,C0049,1,2023-10-07,0.8849,True
K00383,C0054,2,2023-10-07,0.1312,False
K00383,C0072,3,2023-10-07,1.0,False
K00452,C0039,1,2023-10-07,1.0,True
K00452,C0052,2,2023-10-07,0.5079,False
K00452,C0008,3,2023-10-07,0.6952,False
K00627,C0119,1,2023-10-08,0.664,False
K00627,C0042,2,2023-10-08,0.387,False
K00627,C0043,3,2023-10-08,0.3035,False
K00492,C0052,1,2023-10-08,0.5079,False
K00492,C0021,2,2023-10-08,0.7714,False
K00492,C0093,3,2023-10-08,0.6848,False
K00237,C0109,1,2023-10-08,0.3287,False
K00237,C0068,2,2023-10-08,0.8036,True
K00237,C0004,3,2023-10-08,0.0,False
K00129,C0052,1,2023-10-08,0.5079,False
K00129,C0106,2,2023-10-08,0.7671,False
K00129,C0004,3,2023-10-08,0.0,False
K00018,C0052,1,2023-10-09,0.5079,False
K00018,C0039,2,2023-10-09,1.0,True
K00018,C0097,3,2023-10-09,0.6906,False
K00111,C0028,1,2023-10-09,0.5745,False
K00111,C0004,2,2023-10-09,0.0,False
K00111,C0048,3,2023-10-09,0.4161,False
K00394,C0104,1,2023-10-10,1.0,False
K00394,C0011,2,2023-10-10,0.5793,False
K00394,C0027,3,2023-10-10,0.1043,False
K00554,C0108,1,2023-10-11,0.9628,False
K00554,C0027,2,2023-10-11,0.1043,False
K00554,C0119,3,2023-10-11,0.664,False
K00223,C0012,1,2023-10-11,0.6089,False
K00223,C0054,2,2023-10-11,0.1312,False
K00223,C0097,3,2023-10-11,0.6906,False
K00340,C0032,1,2023-10-11,0.093,False
K00340,C0076,2,2023-10-11,1.0,False
K00340,C0095,3,2023-10-11,0.7468,True
K00068,C0007,1,2023-10-12,0.3312,False
K00068,C0103,2,2023-10-12,1.0,False
K00068,C0048,3,2023-10-12,0.4161,False
K00260,C0039,1,2023-10-12,1.0,True
K00260,C0094,2,2023-10-12,1.0,False
K00260,C0078,3,2023-10-12,0.3912,False
K00458,C0031,1,2023-10-12,0.7895,False
K00458,C0084,2,2023-10-12,0.9892,False
K00458,C0114,3,2023-10-12,1.0,True
K00321,C0022,1,2023-10-12,0.3629,False
K00321,C0104,2,2023-10-12,1.0,False
K00321,C0021,3,2023-10-12,0.7714,False
K00493,C0012,1,2023-10-12,0.6089,False
K00493,C0101,2,2023-10-12,0.5975,False
K00493,C0006,3,2023-10-12,0.6721,False
K00251,C0008,1,2023-10-13,0.6952,False
K00251,C0106,2,2023-10-13,0.7671,False
K00251,C0052,3,2023-10-13,0.5079,False
K00197,C0004,1,2023-10-14,0.0,False
K00197,C0060,2,2023-10-14,0.3561,False
K00197,C0068,3,2023-10-14,0.8036,True
K00254,C0106,1,2023-10-16,0.7671,False
K00254,C0052,2,2023-10-16,0.5079,False
K00254,C0089,3,2023-10-16,0.8805,False
K00611,C0116,1,2023-10-16,1.0,False
K00611,C0048,2,2023-10-16,0.4161,False
K00611,C0087,3,2023-10-16,0.0267,False
K00331,C0048,1,2023-10-17,0.4161,False
K00331,C0110,2,2023-10-17,0.403,False
K00331,C0083,3,2023-10-17,0.5735,True
K00045,C0032,1,2023-10-17,0.093,False
K00045,C0048,2,2023-10-17,0.4161,False
K00045,C0103,3,2023-10-17,1.0,False
K00162,C0040,1,2023-10-17,0.7159,True
K00162,C0060,2,2023-10-17,0.3561,False
K00162,C0058,3,2023-10-17,1.0,False
K00468,C0022,1,2023-10-18,0.3629,False
K00468,C0072,2,2023-10-18,1.0,True
K00468,C0008,3,2023-10-18,0.6952,False
K00476,C0054,1,2023-10-18,0.1312,False
K00476,C0036,2,2023-10-18,1.0,True
K00476,C0020,3,2023-10-18,0.6867,False
K00027,C0093,1,2023-10-18,0.6848,True
K00027,C0032,2,2023-10-18,0.093,False
K00027,C0052,3,2023-10-18,0.5079,False
K00114,C0081,1,2023-10-18,0.6906,False
K00114,C0031,2,2023-10-18,0.7895,True
K00114,C0002,3,2023-10-18,0.7139,False
K00401,C0103,1,2023-10-18,1.0,True
K00401,C0045,2,2023-10-18,0.8669,False
K00401,C0078,3,2023-10-18,0.3912,False
K00524,C0004,1,2023-10-19,0.0,False
K00524,C0106,2,2023-10-19,0.7671,False
K00524,C0008,3,2023-10-19,0.6952,True
K00326,C0027,1,2023-10-19,0.1043,False
K00326,C0009,2,2023-10-19,0.5136,False
K00326,C0090,3,2023-10-19,0.6321,False
K00128,C0097,1,2023-10-19,0.6906,False
K00128,C0054,2,2023-10-19,0.1312,False
K00128,C0012,3,2023-10-19,0.6089,False
K00490,C0004,1,2023-10-20,0.0,False
K00490,C0052,2,2023-10-20,0.5079,False
K00490,C0106,3,2023-10-20,0.7671,False
K00357,C0004,1,2023-10-20,0.0,False
K00357,C0106,2,2023-10-20,0.7671,False
K00357,C0019,3,2023-10-20,1.0,True
K00006,C0031,1,2023-10-21,0.7895,True
K00006,C0099,2,2023-10-21,0.8608,False
K00006,C0119,3,2023-10-21,0.664,False
K00247,C0006,1,2023-10-21,0.6721,True
K00247,C0101,2,2023-10-21,0.5975,False
K00247,C0071,3,2023-10-21,1.0,False
K00498,C0029,1,2023-10-21,0.1875,False
K00498,C0027,2,2023-10-21,0.1043,False
K00498,C0119,3,2023-10-21,0.664,True
K00268,C0048,1,2023-10-21,0.4161,False
K00268,C0046,2,2023-10-21,0.7659,False
K00268,C0065,3,2023-10-21,1.0,False
K00345,C0071,1,2023-10-22,1.0,True
K00345,C0088,2,2023-10-22,1.0,False
K00345,C0006,3,2023-10-22,0.6721,False
K00050,C0096,1,2023-10-22,0.7439,False
K00050,C0078,2,2023-10-22,0.3912,False
K00050,C0045,3,2023-10-22,0.8669,True
K00233,C0096,1,2023-10-22,0.7439,False
K00233,C0120,2,2023-10-22,0.7011,False
K00233,C0059,3,2023-10-22,0.6396,False
K00614,C0012,1,2023-10-22,0.6089,False
K00614,C0101,2,2023-10-22,0.5975,False
K00614,C0006,3,2023-10-22,0.6721,False
K00574,C0052,1,2023-10-22,0.5079,False
K00574,C0060,2,2023-10-22,0.3561,False
K00574,C0094,3,2023-10-22,1.0,True
K00137,C0087,1,2023-10-22,0.0267,False
K00137,C0048,2,2023-10-22,0.4161,False
K00137,C0043,3,2023-10-22,0.3035,False
K00211,C0039,1,2023-10-25,1.0,False
K00211,C0094,2,2023-10-25,1.0,True
K00211,C0052,3,2023-10-25,0.5079,False
K00160,C0004,1,2023-10-25,0.0,False
K00160,C0087,2,2023-10-25,0.0267,False
K00160,C0109,3,2023-10-25,0.3287,False
K00263,C0015,1,2023-10-25,1.0,False
K00263,C0109,2,2023-10-25,0.3287,False
K00263,C0100,3,2023-10-25,0.652,False
K00112,C0027,1,2023-10-26,0.1043,False
K00112,C0029,2,2023-10-26,0.1875,True
K00112,C0009,3,2023-10-26,0.5136,False
K00350,C0022,1,2023-10-26,0.3629,True
K00350,C0052,2,2023-10-26,0.5079,False
K00350,C0060,3,2023-10-26,0.3561,False
K00576,C0100,1,2023-10-26,0.652,False
K00576,C0028,2,2023-10-26,0.5745,False
K00576,C0015,3,2023-10-26,1.0,False
K00168,C0100,1,2023-10-26,0.652,False
K00168,C0015,2,2023-10-26,1.0,True
K00168,C0087,3,2023-10-26,0.0267,False
K00566,C0007,1,2023-10-26,0.3312,False
K00566,C0114,2,2023-10-26,1.0,True
K00566,C0096,3,2023-10-26,0.7439,False
K00460,C0078,1,2023-10-26,0.3912,False
K00460,C0056,2,2023-10-26,0.2414,False
K00460,C0112,3,2023-10-26,1.0,False
K00059,C0027,1,2023-11-01,0.1043,False
K00059,C0009,2,2023-11-01,0.5136,False
K00059,C0090,3,2023-11-01,0.6321,False
K00521,C0084,1,2023-11-01,0.9892,True
K00521,C0031,2,2023-11-01,0.7895,False
K00521,C0081,3,2023-11-01,0.6906,False
K00400,C0119,1,2023-11-01,0.664,False
K00400,C0042,2,2023-11-01,0.387,False
K00400,C0007,3,2023-11-01,0.3312,False
K00552,C0081,1,2023-11-03,0.6906,False
K00552,C0116,2,2023-11-03,1.0,True
K00552,C0002,3,2023-11-03,0.7139,False
K00213,C0039,1,2023-11-03,1.0,False
K00213,C0094,2,2023-11-03,1.0,True
K00213,C0004,3,2023-11-03,0.0,False
K00557,C0060,1,2023-11-03,0.3561,False
K00557,C0025,2,2023-11-03,1.0,False
K00557,C0058,3,2023-11-03,1.0,False
K00352,C0001,1,2023-11-04,0.6369,False
K00352,C0054,2,2023-11-04,0.1312,False
K00352,C0020,3,2023-11-04,0.6867,False
K00448,C0059,1,2023-11-04,0.6396,False
K00448,C0056,2,2023-11-04,0.2414,True
K00448,C0096,3,2023-11-04,0.7439,False
K00501,C0001,1,2023-11-04,0.6369,False
K00501,C0054,2,2023-11-04,0.1312,False
K00501,C0097,3,2023-11-04,0.6906,True
K00369,C0119,1,2023-11-04,0.664,False
K00369,C0025,2,2023-11-04,1.0,False
K00369,C0114,3,2023-11-04,1.0,True
K00565,C0001,1,2023-11-06,0.6369,False
K00565,C0032,2,2023-11-06,0.093,False
K00565,C0076,3,2023-11-06,1.0,False
K00159,C0067,1,2023-11-07,1.0,False
K00159,C0029,2,2023-11-07,0.1875,False
K00159,C0052,3,2023-11-07,0.5079,False
K00525,C0006,1,2023-11-07,0.6721,False
K00525,C0101,2,2023-11-07,0.5975,False
K00525,C0012,3,2023-11-07,0.6089,False
K00052,C0020,1,2023-11-07,0.6867,False
K00052,C0054,2,2023-11-07,0.1312,False
K00052,C0001,3,2023-11-07,0.6369,True
K00500,C0087,1,2023-11-08,0.0267,False
K00500,C0119,2,2023-11-08,0.664,False
K00500,C0017,3,2023-11-08,0.9423,False
K00084,C0016,1,2023-11-08,0.6837,False
K00084,C0046,2,2023-11-08,0.7659,True
K00084,C0043,3,2023-11-08,0.3035,False
K00226,C0039,1,2023-11-08,1.0,True
K00226,C0004,2,2023-11-08,0.0,False
K00226,C0120,3,2023-11-08,0.7011,False
K00515,C0111,1,2023-11-09,0.7518,False
K00515,C0079,2,2023-11-09,0.328,False
K00515,C0045,3,2023-11-09,0.8669,True
K00649,C0001,1,2023-11-09,0.6369,False
K00649,C0088,2,2023-11-09,1.0,False
K00649,C0006,3,2023-11-09,0.6721,True
K00180,C0054,1,2023-11-10,0.1312,False
K00180,C0020,2,2023-11-10,0.6867,False
K00180,C0001,3,2023-11-10,0.6369,False
K00184,C0102,1,2023-11-10,0.664,False
K00184,C0113,2,2023-11-10,1.0,True
K00184,C0032,3,2023-11-10,0.093,False
K00008,C0001,1,2023-11-10,0.6369,False
K00008,C0054,2,2023-11-10,0.1312,False
K00008,C0076,3,2023-11-10,1.0,False
K00585,C0087,1,2023-11-11,0.0267,False
K00585,C0065,2,2023-11-11,1.0,True
K00585,C0048,3,2023-11-11,0.4161,False
K00371,C0108,1,2023-11-11,0.9628,False
K00371,C0110,2,2023-11-11,0.403,False
K00371,C0042,3,2023-11-11,0.387,False
K00126,C0112,1,2023-11-11,1.0,False
K00126,C0059,2,2023-11-11,0.6396,False
K00126,C0107,3,2023-11-11,0.9289,False
K00010,C0082,1,2023-11-12,0.8074,False
K00010,C0073,2,2023-11-12,1.0,True
K00010,C0107,3,2023-11-12,0.9289,False
K00523,C0100,1,2023-11-13,0.652,True
K00523,C0109,2,2023-11-13,0.3287,False
K00523,C0054,3,2023-11-13,0.1312,False
K00535,C0016,1,2023-11-14,0.6837,False
K00535,C0043,2,2023-11-14,0.3035,False
K00535,C0081,3,2023-11-14,0.6906,False
K00288,C0054,1,2023-11-15,0.1312,False
K00288,C0020,2,2023-11-15,0.6867,False
K00288,C0001,3,2023-11-15,0.6369,True
K00343,C0101,1,2023-11-16,0.5975,False
K00343,C0006,2,2023-11-16,0.6721,False
K00343,C0012,3,2023-11-16,0.6089,True
K00590,C0052,1,2023-11-16,0.5079,False
K00590,C0106,2,2023-11-16,0.7671,False
K00590,C0034,3,2023-11-16,0.6887,True
K00436,C0107,1,2023-11-16,0.9289,True
K00436,C0082,2,2023-11-16,0.8074,False
K00436,C0101,3,2023-11-16,0.5975,False
K00625,C0009,1,2023-11-16,0.5136,False
K00625,C0027,2,2023-11-16,0.1043,False
K00625,C0090,3,2023-11-16,0.6321,False
K00478,C0101,1,2023-11-17,0.5975,False
K00478,C0073,2,2023-11-17,1.0,True
K00478,C0082,3,2023-11-17,0.8074,False
K00512,C0096,1,2023-11-18,0.7439,False
K00512,C0081,2,2023-11-18,0.6906,False
K00512,C0059,3,2023-11-18,0.6396,False
K00442,C0032,1,2023-11-18,0.093,False
K00442,C0054,2,2023-11-18,0.1312,False
K00442,C0028,3,2023-11-18,0.5745,False
K00328,C0052,1,2023-11-19,0.5079,False
K00328,C0022,2,2023-11-19,0.3629,False
K00328,C0060,3,2023-11-19,0.3561,False
K00579,C0081,1,2023-11-19,0.6906,False
K00579,C0007,2,2023-11-19,0.3312,False
K00579,C0078,3,2023-11-19,0.3912,False
K00026,C0060,1,2023-11-19,0.3561,False
K00026,C0052,2,2023-11-19,0.5079,True
K00026,C0022,3,2023-11-19,0.3629,False
K00289,C0030,1,2023-11-20,1.0,False
K00289,C0004,2,2023-11-20,0.0,False
K00289,C0106,3,2023-11-20,0.7671,True
K00275,C0112,1,2023-11-20,1.0,False
K00275,C0045,2,2023-11-20,0.8669,False
K00275,C0120,3,2023-11-20,0.7011,False
K00116,C0072,1,2023-11-20,1.0,True
K00116,C0034,2,2023-11-20,0.6887,False
K00116,C0048,3,2023-11-20,0.4161,False
K00414,C0007,1,2023-11-20,0.3312,False
K00414,C0027,2,2023-11-20,0.1043,False
K00414,C0096,3,2023-11-20,0.7439,True
K00551,C0009,1,2023-11-20,0.5136,False
K00551,C0060,2,2023-11-20,0.3561,False
K00551,C0032,3,2023-11-20,0.093,False
K00131,C0042,1,2023-11-20,0.387,False
K00131,C0119,2,2023-11-20,0.664,False
K00131,C0066,3,2023-11-20,1.0,True
K00025,C0060,1,2023-11-21,0.3561,False
K00025,C0058,2,2023-11-21,1.0,True
K00025,C0040,3,2023-11-21,0.7159,False
K00319,C0031,1,2023-11-23,0.7895,False
K00319,C0084,2,2023-11-23,0.9892,True
K00319,C0078,3,2023-11-23,0.3912,False
K00258,C0007,1,2023-11-24,0.3312,True
K00258,C0114,2,2023-11-24,1.0,False
K00258,C0081,3,2023-11-24,0.6906,False
K00617,C0052,1,2023-11-24,0.5079,False
K00617,C0004,2,2023-11-24,0.0,False
K00617,C0089,3,2023-11-24,0.8805,False
K00465,C0054,1,2023-11-24,0.1312,False
K00465,C0020,2,2023-11-24,0.6867,False
K00465,C0101,3,2023-11-24,0.5975,True
K00624,C0048,1,2023-11-24,0.4161,False
K00624,C0110,2,2023-11-24,0.403,False
K00624,C0099,3,2023-11-24,0.8608,False
K00393,C0087,1,2023-11-25,0.0267,False
K00393,C0054,2,2023-11-25,0.1312,False
K00393,C0060,3,2023-11-25,0.3561,False
K00269,C0007,1,2023-11-25,0.3312,False
K00269,C0114,2,2023-11-25,1.0,False
K00269,C0027,3,2023-11-25,0.1043,False
K00245,C0102,1,2023-11-25,0.664,False
K00245,C0027,2,2023-11-25,0.1043,False
K00245,C0011,3,2023-11-25,0.5793,True
K00533,C0027,1,2023-11-25,0.1043,False
K00533,C0025,2,2023-11-25,1.0,False
K00533,C0009,3,2023-11-25,0.5136,False
K00035,C0060,1,2023-11-26,0.3561,False
K00035,C0025,2,2023-11-26,1.0,True
K00035,C0040,3,2023-11-26,0.7159,False
K00353,C0103,1,2023-11-26,1.0,False
K00353,C0007,2,2023-11-26,0.3312,False
K00353,C0032,3,2023-11-26,0.093,False
K00101,C0004,1,2023-11-26,0.0,False
K00101,C0106,2,2023-11-26,0.7671,False
K00101,C0030,3,2023-11-26,1.0,True
K00291,C0111,1,2023-12-02,0.7518,False
K00291,C0021,2,2023-12-02,0.7714,False
K00291,C0018,3,2023-12-02,0.5977,False
K00558,C0039,1,2023-12-03,1.0,False
K00558,C0120,2,2023-12-03,0.7011,False
K00558,C0004,3,2023-12-03,0.0,False
K00389,C0072,1,2023-12-03,1.0,True
K00389,C0034,2,2023-12-03,0.6887,False
K00389,C0004,3,2023-12-03,0.0,False
K00509,C0108,1,2023-12-03,0.9628,True
K00509,C0009,2,2023-12-03,0.5136,False
K00509,C0038,3,2023-12-03,0.7717,False
K00645,C0001,1,2023-12-03,0.6369,False
K00645,C0048,2,2023-12-03,0.4161,False
K00645,C0092,3,2023-12-03,1.0,False
K00001,C0001,1,2023-12-06,0.6369,False
K00001,C0071,2,2023-12-06,1.0,True
K00001,C0006,3,2023-12-06,0.6721,False
K00349,C0052,1,2023-12-06,0.5079,False
K00349,C0060,2,2023-12-06,0.3561,False
K00349,C0022,3,2023-12-06,0.3629,False
K00392,C0060,1,2023-12-08,0.3561,True
K00392,C0040,2,2023-12-08,0.7159,False
K00392,C0025,3,2023-12-08,1.0,False
K00031,C0037,1,2023-12-08,0.9427,True
K00031,C0028,2,2023-12-08,0.5745,False
K00031,C0108,3,2023-12-08,0.9628,False
K00367,C0067,1,2023-12-09,1.0,True
K00367,C0089,2,2023-12-09,0.8805,False
K00367,C0027,3,2023-12-09,0.1043,False
K00638,C0116,1,2023-12-10,1.0,True
K00638,C0083,2,2023-12-10,0.5735,False
K00638,C0099,3,2023-12-10,0.8608,False
K00616,C0007,1,2023-12-10,0.3312,True
K00616,C0114,2,2023-12-10,1.0,False
K00616,C0059,3,2023-12-10,0.6396,False
K00127,C0081,1,2023-12-10,0.6906,False
K00127,C0002,2,2023-12-10,0.7139,False
K00127,C0077,3,2023-12-10,1.0,False
K00200,C0052,1,2023-12-12,0.5079,False
K00200,C0022,2,2023-12-12,0.3629,False
K00200,C0060,3,2023-12-12,0.3561,True
K00315,C0076,1,2023-12-13,1.0,False
K00315,C0032,2,2023-12-13,0.093,False
K00315,C0001,3,2023-12-13,0.6369,False
K00301,C0082,1,2023-12-13,0.8074,False
K00301,C0078,2,2023-12-13,0.3912,False
K00301,C0085,3,2023-12-13,1.0,False
K00334,C0067,1,2023-12-13,1.0,True
K00334,C0092,2,2023-12-13,1.0,False
K00334,C0038,3,2023-12-13,0.7717,False
K00435,C0076,1,2023-12-14,1.0,True
K00435,C0032,2,2023-12-14,0.093,False
K00435,C0001,3,2023-12-14,0.6369,False
K00543,C0020,1,2023-12-14,0.6867,True
K00543,C0042,2,2023-12-14,0.387,False
K00543,C0024,3,2023-12-14,0.6241,False
K00295,C0101,1,2023-12-15,0.5975,False
K00295,C0012,2,2023-12-15,0.6089,False
K00295,C0006,3,2023-12-15,0.6721,False
K00305,C0080,1,2023-12-15,1.0,True
K00305,C0042,2,2023-12-15,0.387,False
K00305,C0091,3,2023-12-15,0.3306,False
K00311,C0083,1,2023-12-15,0.5735,False
K00311,C0048,2,2023-12-15,0.4161,False
K00311,C0091,3,2023-12-15,0.3306,False
K00004,C0084,1,2023-12-15,0.9892,True
K00004,C0114,2,2023-12-15,1.0,False
K00004,C0031,3,2023-12-15,0.7895,False
K00046,C0006,1,2023-12-18,0.6721,False
K00046,C0012,2,2023-12-18,0.6089,False
K00046,C0101,3,2023-12-18,0.5975,False
K00547,C0116,1,2023-12-19,1.0,True
K00547,C0111,2,2023-12-19,0.7518,False
K00547,C0099,3,2023-12-19,0.8608,False
K00151,C0040,1,2023-12-19,0.7159,False
K00151,C0025,2,2023-12-19,1.0,False
K00151,C0060,3,2023-12-19,0.3561,False
K00531,C0082,1,2023-12-22,0.8074,False
K00531,C0107,2,2023-12-22,0.9289,True
K00531,C0073,3,2023-12-22,1.0,False
K00499,C0089,1,2023-12-22,0.8805,False
K00499,C0032,2,2023-12-22,0.093,False
K00499,C0092,3,2023-12-22,1.0,False
K00230,C0032,1,2023-12-22,0.093,False
K00230,C0076,2,2023-12-22,1.0,True
K00230,C0001,3,2023-12-22,0.6369,False
K00185,C0004,1,2023-12-22,0.0,False
K00185,C0068,2,2023-12-22,0.8036,False
K00185,C0060,3,2023-12-22,0.3561,False
K00325,C0099,1,2023-12-23,0.8608,False
K00325,C0086,2,2023-12-23,0.4185,False
K00325,C0054,3,2023-12-23,0.1312,False
K00517,C0054,1,2023-12-23,0.1312,False
K00517,C0024,2,2023-12-23,0.6241,False
K00517,C0088,3,2023-12-23,1.0,False
K00450,C0054,1,2023-12-24,0.1312,False
K00450,C0024,2,2023-12-24,0.6241,False
K00450,C0075,3,2023-12-24,0.4976,False
K00217,C0082,1,2023-12-24,0.8074,True
K00217,C0073,2,2023-12-24,1.0,False
K00217,C0006,3,2023-12-24,0.6721,False
K00099,C0039,1,2023-12-24,1.0,True
K00099,C0094,2,2023-12-24,1.0,False
K00099,C0085,3,2023-12-24,1.0,False
K00497,C0089,1,2023-12-25,0.8805,True
K00497,C0004,2,2023-12-25,0.0,False
K00497,C0106,3,2023-12-25,0.7671,False
K00589,C0024,1,2023-12-26,0.6241,False
K00589,C0088,2,2023-12-26,1.0,True
K00589,C0112,3,2023-12-26,1.0,False
K00215,C0006,1,2023-12-26,0.6721,False
K00215,C0101,2,2023-12-26,0.5975,True
K00215,C0012,3,2023-12-26,0.6089,False
K00108,C0055,1,2023-12-26,0.4164,False
K00108,C0027,2,2023-12-26,0.1043,False
K00108,C0108,3,2023-12-26,0.9628,False
K00028,C0032,1,2023-12-27,0.093,False
K00028,C0053,2,2023-12-27,0.5692,False
K00028,C0027,3,2023-12-27,0.1043,False
K01319,C0054,1,2024-01-01,0.1312,False
K01319,C0049,2,2024-01-01,0.8849,True
K01319,C0022,3,2024-01-01,0.3629,False
K00698,C0054,1,2024-01-01,0.1312,False
K00698,C0049,2,2024-01-01,0.8849,True
K00698,C0019,3,2024-01-01,1.0,False
K01190,C0094,1,2024-01-01,1.0,True
K01190,C0039,2,2024-01-01,1.0,False
K01190,C0096,3,2024-01-01,0.7439,False
K01472,C0034,1,2024-01-01,0.6887,False
K01472,C0072,2,2024-01-01,1.0,True
K01472,C0048,3,2024-01-01,0.4161,False
K01036,C0027,1,2024-01-01,0.1043,True
K01036,C0064,2,2024-01-01,0.3645,False
K01036,C0102,3,2024-01-01,0.664,False
K00758,C0110,1,2024-01-02,0.403,False
K00758,C0108,2,2024-01-02,0.9628,False
K00758,C0111,3,2024-01-02,0.7518,False
K01055,C0042,1,2024-01-02,0.387,False
K01055,C0119,2,2024-01-02,0.664,False
K01055,C0055,3,2024-01-02,0.4164,False
K00794,C0054,1,2024-01-03,0.1312,False
K00794,C0091,2,2024-01-03,0.3306,False
K00794,C0043,3,2024-01-03,0.3035,True
K01136,C0055,1,2024-01-03,0.4164,False
K01136,C0108,2,2024-01-03,0.9628,False
K01136,C0092,3,2024-01-03,1.0,False
K00845,C0096,1,2024-01-04,0.7439,False
K00845,C0002,2,2024-01-04,0.7139,False
K00845,C0120,3,2024-01-04,0.7011,True
K01395,C0018,1,2024-01-04,0.5977,False
K01395,C0021,2,2024-01-04,0.7714,True
K01395,C0063,3,2024-01-04,1.0,False
K01028,C0031,1,2024-01-04,0.7895,False
K01028,C0114,2,2024-01-04,1.0,False
K01028,C0084,3,2024-01-04,0.9892,True
K00994,C0099,1,2024-01-04,0.8608,False
K00994,C0075,2,2024-01-04,0.4976,False
K00994,C0004,3,2024-01-04,0.0,False
K01493,C0009,1,2024-01-04,0.5136,False
K01493,C0090,2,2024-01-04,0.6321,True
K01493,C0025,3,2024-01-04,1.0,False
K01497,C0053,1,2024-01-04,0.5692,False
K01497,C0032,2,2024-01-04,0.093,False
K01497,C0064,3,2024-01-04,0.3645,False
K00732,C0040,1,2024-01-05,0.7159,False
K00732,C0025,2,2024-01-05,1.0,True
K00732,C0058,3,2024-01-05,1.0,False
K00967,C0034,1,2024-01-05,0.6887,False
K00967,C0072,2,2024-01-05,1.0,True
K00967,C0004,3,2024-01-05,0.0,False
K01049,C0087,1,2024-01-05,0.0267,False
K01049,C0099,2,2024-01-05,0.8608,True
K01049,C0109,3,2024-01-05,0.3287,False
K01063,C0108,1,2024-01-06,0.9628,True
K01063,C0117,2,2024-01-06,0.9361,False
K01063,C0029,3,2024-01-06,0.1875,False
K00921,C0092,1,2024-01-06,1.0,False
K00921,C0048,2,2024-01-06,0.4161,False
K00921,C0032,3,2024-01-06,0.093,False
K01406,C0054,1,2024-01-06,0.1312,False
K01406,C0024,2,2024-01-06,0.6241,True
K01406,C0097,3,2024-01-06,0.6906,False
K00810,C0085,1,2024-01-06,1.0,True
K00810,C0002,2,2024-01-06,0.7139,False
K00810,C0103,3,2024-01-06,1.0,False
K01444,C0103,1,2024-01-06,1.0,False
K01444,C0007,2,2024-01-06,0.3312,False
K01444,C0070,3,2024-01-06,0.8852,True
K01433,C0096,1,2024-01-06,0.7439,True
K01433,C0081,2,2024-01-06,0.6906,False
K01433,C0002,3,2024-01-06,0.7139,False
K00882,C0052,1,2024-01-07,0.5079,False
K00882,C0022,2,2024-01-07,0.3629,False
K00882,C0094,3,2024-01-07,1.0,True
